
drop table if exists vrp_orders cascade;
create table vrp_orders (
    id integer not null primary key,
    order_unit integer,
    open_time integer,
    close_time integer,
    service_time integer,
    x float8,
    y float8

);

copy vrp_orders (id, x, y, order_unit, open_time, close_time, service_time) from stdin;
1	40.000000	50.000000	0	0	240	0
2	25.000000	85.000000	20	145	175	10
3	22.000000	75.000000	30	50	80	10
4	22.000000	85.000000	10	109	139	10
5	20.000000	80.000000	40	141	171	10
6	20.000000	85.000000	20	41	71	10
7	18.000000	75.000000	20	95	125	10
8	15.000000	75.000000	20	79	109	10
9	15.000000	80.000000	10	91	121	10
10	10.000000	35.000000	20	91	121	10
11	10.000000	40.000000	30	119	149	10
12	8.000000	40.000000	40	59	89	10
13	8.000000	45.000000	20	64	94	10
14	5.000000	35.000000	10	142	172	10
15	5.000000	45.000000	10	35	65	10
16	2.000000	40.000000	20	58	88	10
17	0.000000	40.000000	20	72	102	10
18	0.000000	45.000000	20	149	179	10
19	44.000000	5.000000	20	87	117	10
20	42.000000	10.000000	40	72	102	10
21	42.000000	15.000000	10	122	152	10
22	40.000000	5.000000	10	67	97	10
23	40.000000	15.000000	40	92	122	10
24	38.000000	5.000000	30	65	95	10
25	38.000000	15.000000	10	148	178	10
26	35.000000	5.000000	20	154	184	10
27	95.000000	30.000000	30	115	145	10
28	95.000000	35.000000	20	62	92	10
29	92.000000	30.000000	10	62	92	10
30	90.000000	35.000000	10	67	97	10
31	88.000000	30.000000	10	74	104	10
32	88.000000	35.000000	20	61	91	10
33	87.000000	30.000000	10	131	161	10
34	85.000000	25.000000	10	51	81	10
35	85.000000	35.000000	30	111	141	10
36	67.000000	85.000000	20	139	169	10
37	65.000000	85.000000	40	43	73	10
38	65.000000	82.000000	10	124	154	10
39	62.000000	80.000000	30	75	105	10
40	60.000000	80.000000	10	37	67	10
41	60.000000	85.000000	30	85	115	10
42	58.000000	75.000000	20	92	122	10
43	55.000000	80.000000	10	33	63	10
44	55.000000	85.000000	20	128	158	10
45	55.000000	82.000000	10	64	94	10
46	20.000000	82.000000	10	37	67	10
47	18.000000	80.000000	10	113	143	10
48	2.000000	45.000000	10	45	75	10
49	42.000000	5.000000	10	151	181	10
50	42.000000	12.000000	10	104	134	10
51	72.000000	35.000000	30	116	146	10
52	55.000000	20.000000	19	83	113	10
53	25.000000	30.000000	3	52	82	10
54	20.000000	50.000000	5	91	121	10
55	55.000000	60.000000	16	139	169	10
56	30.000000	60.000000	16	140	170	10
57	50.000000	35.000000	19	130	160	10
58	30.000000	25.000000	23	96	126	10
59	15.000000	10.000000	20	152	182	10
60	10.000000	20.000000	19	42	72	10
61	15.000000	60.000000	17	155	185	10
62	45.000000	65.000000	9	66	96	10
63	65.000000	35.000000	3	52	82	10
64	65.000000	20.000000	6	39	69	10
65	45.000000	30.000000	17	53	83	10
66	35.000000	40.000000	16	11	41	10
67	41.000000	37.000000	16	133	163	10
68	64.000000	42.000000	9	70	100	10
69	40.000000	60.000000	21	144	174	10
70	31.000000	52.000000	27	41	71	10
71	35.000000	69.000000	23	180	210	10
72	65.000000	55.000000	14	65	95	10
73	63.000000	65.000000	8	30	60	10
74	2.000000	60.000000	5	77	107	10
75	20.000000	20.000000	8	141	171	10
76	5.000000	5.000000	16	74	104	10
77	60.000000	12.000000	31	75	105	10
78	23.000000	3.000000	7	150	180	10
79	8.000000	56.000000	27	90	120	10
80	6.000000	68.000000	30	89	119	10
81	47.000000	47.000000	13	192	222	10
82	49.000000	58.000000	10	86	116	10
83	27.000000	43.000000	9	42	72	10
84	37.000000	31.000000	14	35	65	10
85	57.000000	29.000000	18	96	126	10
86	63.000000	23.000000	2	87	117	10
87	21.000000	24.000000	28	87	117	10
88	12.000000	24.000000	13	90	120	10
89	24.000000	58.000000	19	67	97	10
90	67.000000	5.000000	25	144	174	10
91	37.000000	47.000000	6	86	116	10
92	49.000000	42.000000	13	167	197	10
93	53.000000	43.000000	14	14	44	10
94	61.000000	52.000000	3	178	208	10
95	57.000000	48.000000	23	95	125	10
96	56.000000	37.000000	6	34	64	10
97	55.000000	54.000000	26	132	162	10
98	4.000000	18.000000	35	120	150	10
99	26.000000	52.000000	9	46	76	10
100	26.000000	35.000000	15	77	107	10
101	31.000000	67.000000	3	180	210	10
\.

drop table if exists vrp_vehicles cascade;
create table vrp_vehicles (
    vehicle_id integer not null primary key,
    capacity integer,
    case_no integer
);

copy vrp_vehicles (vehicle_id, capacity, case_no) from stdin;
1	200	5
2	200	5
3	200	5
4	200	5
5	200	5
6	200	5
7	200	5
8	200	5
9	200	5
10	200	5
11	200	5
12	200	5
13	200	5
14	200	5
15	200	5
16	200	5
17	200	5
18	200	5
19	200	5
20	200	5
\.

drop table if exists vrp_distance cascade;
create table vrp_distance (
    src_id integer,
    dest_id integer,
    cost Float8,
    distance Float8,
    traveltime Float8
);

copy vrp_distance (src_id, dest_id, cost, distance, traveltime) from stdin;
1	2	38.078866	38.078866	38.078866
1	3	30.805844	30.805844	30.805844
1	4	39.357337	39.357337	39.357337
1	5	36.055513	36.055513	36.055513
1	6	40.311289	40.311289	40.311289
1	7	33.301652	33.301652	33.301652
1	8	35.355339	35.355339	35.355339
1	9	39.051248	39.051248	39.051248
1	10	33.541020	33.541020	33.541020
1	11	31.622777	31.622777	31.622777
1	12	33.526109	33.526109	33.526109
1	13	32.388269	32.388269	32.388269
1	14	38.078866	38.078866	38.078866
1	15	35.355339	35.355339	35.355339
1	16	39.293765	39.293765	39.293765
1	17	41.231056	41.231056	41.231056
1	18	40.311289	40.311289	40.311289
1	19	45.177428	45.177428	45.177428
1	20	40.049969	40.049969	40.049969
1	21	35.057096	35.057096	35.057096
1	22	45.000000	45.000000	45.000000
1	23	35.000000	35.000000	35.000000
1	24	45.044423	45.044423	45.044423
1	25	35.057096	35.057096	35.057096
1	26	45.276926	45.276926	45.276926
1	27	58.523500	58.523500	58.523500
1	28	57.008771	57.008771	57.008771
1	29	55.713553	55.713553	55.713553
1	30	52.201533	52.201533	52.201533
1	31	52.000000	52.000000	52.000000
1	32	50.289164	50.289164	50.289164
1	33	51.078371	51.078371	51.078371
1	34	51.478151	51.478151	51.478151
1	35	47.434165	47.434165	47.434165
1	36	44.204072	44.204072	44.204072
1	37	43.011626	43.011626	43.011626
1	38	40.607881	40.607881	40.607881
1	39	37.202150	37.202150	37.202150
1	40	36.055513	36.055513	36.055513
1	41	40.311289	40.311289	40.311289
1	42	30.805844	30.805844	30.805844
1	43	33.541020	33.541020	33.541020
1	44	38.078866	38.078866	38.078866
1	45	35.341194	35.341194	35.341194
1	46	37.735925	37.735925	37.735925
1	47	37.202150	37.202150	37.202150
1	48	38.327536	38.327536	38.327536
1	49	45.044423	45.044423	45.044423
1	50	38.052595	38.052595	38.052595
1	51	35.341194	35.341194	35.341194
1	52	33.541020	33.541020	33.541020
1	53	25.000000	25.000000	25.000000
1	54	20.000000	20.000000	20.000000
1	55	18.027756	18.027756	18.027756
1	56	14.142136	14.142136	14.142136
1	57	18.027756	18.027756	18.027756
1	58	26.925824	26.925824	26.925824
1	59	47.169906	47.169906	47.169906
1	60	42.426407	42.426407	42.426407
1	61	26.925824	26.925824	26.925824
1	62	15.811388	15.811388	15.811388
1	63	29.154759	29.154759	29.154759
1	64	39.051248	39.051248	39.051248
1	65	20.615528	20.615528	20.615528
1	66	11.180340	11.180340	11.180340
1	67	13.038405	13.038405	13.038405
1	68	25.298221	25.298221	25.298221
1	69	10.000000	10.000000	10.000000
1	70	9.219544	9.219544	9.219544
1	71	19.646883	19.646883	19.646883
1	72	25.495098	25.495098	25.495098
1	73	27.459060	27.459060	27.459060
1	74	39.293765	39.293765	39.293765
1	75	36.055513	36.055513	36.055513
1	76	57.008771	57.008771	57.008771
1	77	42.941821	42.941821	42.941821
1	78	49.979996	49.979996	49.979996
1	79	32.557641	32.557641	32.557641
1	80	38.470768	38.470768	38.470768
1	81	7.615773	7.615773	7.615773
1	82	12.041595	12.041595	12.041595
1	83	14.764823	14.764823	14.764823
1	84	19.235384	19.235384	19.235384
1	85	27.018512	27.018512	27.018512
1	86	35.468296	35.468296	35.468296
1	87	32.202484	32.202484	32.202484
1	88	38.209946	38.209946	38.209946
1	89	17.888544	17.888544	17.888544
1	90	52.478567	52.478567	52.478567
1	91	4.242641	4.242641	4.242641
1	92	12.041595	12.041595	12.041595
1	93	14.764823	14.764823	14.764823
1	94	21.095023	21.095023	21.095023
1	95	17.117243	17.117243	17.117243
1	96	20.615528	20.615528	20.615528
1	97	15.524175	15.524175	15.524175
1	98	48.166378	48.166378	48.166378
1	99	14.142136	14.142136	14.142136
1	100	20.518285	20.518285	20.518285
1	101	19.235384	19.235384	19.235384
2	1	38.078866	38.078866	38.078866
2	3	10.440307	10.440307	10.440307
2	4	3.000000	3.000000	3.000000
2	5	7.071068	7.071068	7.071068
2	6	5.000000	5.000000	5.000000
2	7	12.206556	12.206556	12.206556
2	8	14.142136	14.142136	14.142136
2	9	11.180340	11.180340	11.180340
2	10	52.201533	52.201533	52.201533
2	11	47.434165	47.434165	47.434165
2	12	48.104054	48.104054	48.104054
2	13	43.462628	43.462628	43.462628
2	14	53.851648	53.851648	53.851648
2	15	44.721360	44.721360	44.721360
2	16	50.537115	50.537115	50.537115
2	17	51.478151	51.478151	51.478151
2	18	47.169906	47.169906	47.169906
2	19	82.225300	82.225300	82.225300
2	20	76.902536	76.902536	76.902536
2	21	72.034714	72.034714	72.034714
2	22	81.394103	81.394103	81.394103
2	23	71.589105	71.589105	71.589105
2	24	81.049368	81.049368	81.049368
2	25	71.196910	71.196910	71.196910
2	26	80.622577	80.622577	80.622577
2	27	89.022469	89.022469	89.022469
2	28	86.023253	86.023253	86.023253
2	29	86.683332	86.683332	86.683332
2	30	82.006097	82.006097	82.006097
2	31	83.630138	83.630138	83.630138
2	32	80.430094	80.430094	80.430094
2	33	82.879430	82.879430	82.879430
2	34	84.852814	84.852814	84.852814
2	35	78.102497	78.102497	78.102497
2	36	42.000000	42.000000	42.000000
2	37	40.000000	40.000000	40.000000
2	38	40.112342	40.112342	40.112342
2	39	37.336309	37.336309	37.336309
2	40	35.355339	35.355339	35.355339
2	41	35.000000	35.000000	35.000000
2	42	34.481879	34.481879	34.481879
2	43	30.413813	30.413813	30.413813
2	44	30.000000	30.000000	30.000000
2	45	30.149627	30.149627	30.149627
2	46	5.830952	5.830952	5.830952
2	47	8.602325	8.602325	8.602325
2	48	46.141088	46.141088	46.141088
2	49	81.786307	81.786307	81.786307
2	50	74.953319	74.953319	74.953319
2	51	68.622154	68.622154	68.622154
2	52	71.589105	71.589105	71.589105
2	53	55.000000	55.000000	55.000000
2	54	35.355339	35.355339	35.355339
2	55	39.051248	39.051248	39.051248
2	56	25.495098	25.495098	25.495098
2	57	55.901699	55.901699	55.901699
2	58	60.207973	60.207973	60.207973
2	59	75.663730	75.663730	75.663730
2	60	66.708320	66.708320	66.708320
2	61	26.925824	26.925824	26.925824
2	62	28.284271	28.284271	28.284271
2	63	64.031242	64.031242	64.031242
2	64	76.321688	76.321688	76.321688
2	65	58.523500	58.523500	58.523500
2	66	46.097722	46.097722	46.097722
2	67	50.596443	50.596443	50.596443
2	68	58.051701	58.051701	58.051701
2	69	29.154759	29.154759	29.154759
2	70	33.541020	33.541020	33.541020
2	71	18.867962	18.867962	18.867962
2	72	50.000000	50.000000	50.000000
2	73	42.941821	42.941821	42.941821
2	74	33.970576	33.970576	33.970576
2	75	65.192024	65.192024	65.192024
2	76	82.462113	82.462113	82.462113
2	77	80.956779	80.956779	80.956779
2	78	82.024387	82.024387	82.024387
2	79	33.615473	33.615473	33.615473
2	80	25.495098	25.495098	25.495098
2	81	43.908997	43.908997	43.908997
2	82	36.124784	36.124784	36.124784
2	83	42.047592	42.047592	42.047592
2	84	55.317267	55.317267	55.317267
2	85	64.498062	64.498062	64.498062
2	86	72.718636	72.718636	72.718636
2	87	61.131007	61.131007	61.131007
2	88	62.369865	62.369865	62.369865
2	89	27.018512	27.018512	27.018512
2	90	90.354856	90.354856	90.354856
2	91	39.849718	39.849718	39.849718
2	92	49.244289	49.244289	49.244289
2	93	50.477718	50.477718	50.477718
2	94	48.836462	48.836462	48.836462
2	95	48.918299	48.918299	48.918299
2	96	57.140179	57.140179	57.140179
2	97	43.139309	43.139309	43.139309
2	98	70.213959	70.213959	70.213959
2	99	33.015148	33.015148	33.015148
2	100	50.009999	50.009999	50.009999
2	101	18.973666	18.973666	18.973666
3	1	30.805844	30.805844	30.805844
3	2	10.440307	10.440307	10.440307
3	4	10.000000	10.000000	10.000000
3	5	5.385165	5.385165	5.385165
3	6	10.198039	10.198039	10.198039
3	7	4.000000	4.000000	4.000000
3	8	7.000000	7.000000	7.000000
3	9	8.602325	8.602325	8.602325
3	10	41.761226	41.761226	41.761226
3	11	37.000000	37.000000	37.000000
3	12	37.696154	37.696154	37.696154
3	13	33.105891	33.105891	33.105891
3	14	43.462628	43.462628	43.462628
3	15	34.481879	34.481879	34.481879
3	16	40.311289	40.311289	40.311289
3	17	41.340053	41.340053	41.340053
3	18	37.202150	37.202150	37.202150
3	19	73.375745	73.375745	73.375745
3	20	68.007353	68.007353	68.007353
3	21	63.245553	63.245553	63.245553
3	22	72.277244	72.277244	72.277244
3	23	62.641839	62.641839	62.641839
3	24	71.805292	71.805292	71.805292
3	25	62.096699	62.096699	62.096699
3	26	71.196910	71.196910	71.196910
3	27	85.755466	85.755466	85.755466
3	28	83.240615	83.240615	83.240615
3	29	83.216585	83.216585	83.216585
3	30	78.892332	78.892332	78.892332
3	31	79.881162	79.881162	79.881162
3	32	77.175126	77.175126	77.175126
3	33	79.056942	79.056942	79.056942
3	34	80.430094	80.430094	80.430094
3	35	74.625733	74.625733	74.625733
3	36	46.097722	46.097722	46.097722
3	37	44.147480	44.147480	44.147480
3	38	43.566042	43.566042	43.566042
3	39	40.311289	40.311289	40.311289
3	40	38.327536	38.327536	38.327536
3	41	39.293765	39.293765	39.293765
3	42	36.000000	36.000000	36.000000
3	43	33.376639	33.376639	33.376639
3	44	34.481879	34.481879	34.481879
3	45	33.734256	33.734256	33.734256
3	46	7.280110	7.280110	7.280110
3	47	6.403124	6.403124	6.403124
3	48	36.055513	36.055513	36.055513
3	49	72.801099	72.801099	72.801099
3	50	66.098411	66.098411	66.098411
3	51	64.031242	64.031242	64.031242
3	52	64.140471	64.140471	64.140471
3	53	45.099889	45.099889	45.099889
3	54	25.079872	25.079872	25.079872
3	55	36.249138	36.249138	36.249138
3	56	17.000000	17.000000	17.000000
3	57	48.826222	48.826222	48.826222
3	58	50.635956	50.635956	50.635956
3	59	65.375837	65.375837	65.375837
3	60	56.293872	56.293872	56.293872
3	61	16.552945	16.552945	16.552945
3	62	25.079872	25.079872	25.079872
3	63	58.728187	58.728187	58.728187
3	64	69.814039	69.814039	69.814039
3	65	50.537115	50.537115	50.537115
3	66	37.336309	37.336309	37.336309
3	67	42.485292	42.485292	42.485292
3	68	53.413481	53.413481	53.413481
3	69	23.430749	23.430749	23.430749
3	70	24.698178	24.698178	24.698178
3	71	14.317821	14.317821	14.317821
3	72	47.423623	47.423623	47.423623
3	73	42.201896	42.201896	42.201896
3	74	25.000000	25.000000	25.000000
3	75	55.036352	55.036352	55.036352
3	76	72.034714	72.034714	72.034714
3	77	73.573093	73.573093	73.573093
3	78	72.006944	72.006944	72.006944
3	79	23.600847	23.600847	23.600847
3	80	17.464249	17.464249	17.464249
3	81	37.536649	37.536649	37.536649
3	82	31.906112	31.906112	31.906112
3	83	32.388269	32.388269	32.388269
3	84	46.486557	46.486557	46.486557
3	85	57.801384	57.801384	57.801384
3	86	66.219333	66.219333	66.219333
