-150.000000 0.001495
-147.500000 -0.008415
-145.000000 -0.006780
-142.500000 -0.011955
-140.000000 0.002998
-137.500000 0.001147
-135.000000 0.003437
-132.500000 -0.000835
-130.000000 -0.006304
-127.500000 -0.008283
-125.000000 -0.003934
-122.500000 -0.015256
-120.000000 -0.000135
-117.500000 -0.001241
-115.000000 -0.008547
-112.500000 -0.010273
-110.000000 -0.016843
-107.500000 -0.015103
-105.000000 -0.018313
-102.500000 -0.018104
-100.000000 -0.021673
-97.500000 -0.024995
-95.000000 -0.020645
-92.500000 -0.026012
-90.000000 -0.028205
-87.500000 -0.027746
-85.000000 -0.019757
-82.500000 -0.019151
-80.000000 -0.029935
-77.500000 -0.021102
-75.000000 -0.018238
-72.500000 -0.017007
-70.000000 -0.000754
-67.500000 0.012460
-65.000000 0.025537
-62.500000 0.047966
-60.000000 0.058516
-57.500000 0.082517
-55.000000 0.112995
-52.500000 0.141656
-50.000000 0.176347
-47.500000 0.216590
-45.000000 0.262807
-42.500000 0.305345
-40.000000 0.350088
-37.500000 0.406812
-35.000000 0.463522
-32.500000 0.516155
-30.000000 0.570282
-27.500000 0.631244
-25.000000 0.678090
-22.500000 0.743595
-20.000000 0.787663
-17.500000 0.832932
-15.000000 0.864132
-12.500000 0.901107
-10.000000 0.934570
-7.500000 0.965857
-5.000000 0.992654
-2.500000 0.989137
0.000000 1.002850
2.500000 1.001369
5.000000 0.988559
7.500000 0.972025
10.000000 0.939561
12.500000 0.909305
15.000000 0.864464
17.500000 0.831493
20.000000 0.773621
22.500000 0.734935
25.000000 0.684506
27.500000 0.627334
30.000000 0.570602
32.500000 0.510973
35.000000 0.451758
37.500000 0.411242
40.000000 0.353894
42.500000 0.307120
45.000000 0.260901
47.500000 0.208858
50.000000 0.187590
52.500000 0.151122
55.000000 0.117609
57.500000 0.083693
60.000000 0.063392
62.500000 0.036470
65.000000 0.024310
67.500000 0.008149
70.000000 0.004357
72.500000 -0.011768
75.000000 -0.020415
77.500000 -0.017745
80.000000 -0.020442
82.500000 -0.030549
85.000000 -0.027290
87.500000 -0.033982
90.000000 -0.027693
92.500000 -0.021798
95.000000 -0.022314
97.500000 -0.018138
100.000000 -0.020477
102.500000 -0.020174
105.000000 -0.019547
107.500000 -0.014892
110.000000 -0.006386
112.500000 -0.013605
115.000000 -0.009134
117.500000 -0.010447
120.000000 -0.004566
122.500000 -0.003181
125.000000 -0.005998
127.500000 -0.007154
130.000000 -0.015081
132.500000 -0.007919
135.000000 -0.003980
137.500000 0.002491
140.000000 -0.007865
142.500000 0.006576
145.000000 -0.004685
147.500000 -0.008784
150.000000 0.000113
