18.737680 0.742758
-27.069319 0.621869
145.951951 -0.019767
62.640977 0.063660
106.903651 0.003890
-134.697550 -0.054370
-61.729377 0.014560
146.831768 -0.028535
1.531897 0.950224
51.854064 0.200516
11.254270 0.918735
-40.781455 0.313034
86.079267 -0.020962
-99.984508 -0.021725
-139.624130 -0.008753
-95.828532 -0.037649
109.859827 -0.017337
-65.791272 0.012768
46.090599 0.260398
-10.746853 0.891491
-22.351920 0.705598
122.217077 -0.040809
2.416335 1.018304
-72.257883 -0.022928
-38.241465 0.378320
-80.152047 0.000255
-115.451142 0.014000
144.946107 -0.082934
109.225602 0.065530
99.279766 -0.002908
-4.977635 1.009152
58.277642 0.128324
-27.668799 0.642621
-9.725887 0.919494
37.018248 0.374657
92.875176 0.038520
53.089902 0.145231
139.415396 -0.012497
-145.440211 -0.011497
21.880157 0.682562
-60.206007 0.069936
47.411385 0.270076
43.153024 0.273309
35.031530 0.449809
-125.081977 0.071217
-55.670360 0.105619
48.267875 0.225964
-78.627409 0.024968
9.132895 0.911159
-126.423802 -0.020588
95.153028 -0.045051
53.838117 0.093810
57.238737 0.031978
-81.953106 -0.031615
-85.850931 0.019831
136.314859 0.008223
-56.162405 0.069795
-147.177619 0.008961
-114.240522 -0.034999
134.235308 0.049308
92.828365 -0.037103
-137.515544 0.025365
-23.748021 0.738035
-114.382235 -0.024862
-22.223490 0.724510
107.970708 -0.089406
-36.303874 0.500557
-58.903311 0.024864
12.059667 0.881167
-6.708594 0.986440
48.662672 0.246960
-145.440291 0.032326
-14.964674 0.830767
91.252970 -0.095287
88.668628 0.025065
-1.106512 1.063212
2.852622 0.973165
-138.271170 -0.039112
-123.559852 -0.047608
42.452908 0.343419
106.025166 -0.028429
-127.707194 0.038493
125.187853 0.010544
-56.710092 0.076882
-26.511236 0.593312
-116.522129 -0.036554
12.577828 0.878282
-29.278648 0.604371
-86.240565 -0.042579
29.941638 0.579579
129.103453 -0.065794
32.416736 0.480753
28.081176 0.670412
40.800633 0.302454
-63.753380 0.065437
-77.792278 0.001453
-54.809945 0.147563
67.646867 -0.005844
-59.104009 0.050250
-78.691658 0.011785
129.302901 -0.005872
101.329284 -0.066408
-58.724612 0.081825
-51.401770 0.208295
90.447320 0.029404
127.118651 0.045381
-116.839696 0.079101
8.732561 0.992075
68.159818 0.017416
64.019949 0.028735
-116.714099 0.017986
82.239972 -0.051159
107.210580 0.013455
-25.584685 0.692200
-101.795308 -0.016625
138.903065 0.004495
-56.189329 0.202392
135.379983 -0.027598
131.376835 0.018472
-48.269280 0.199273
-61.788158 0.075274
